Sign Asset ID,Asset Location ID,MUTCD Code,Sign Message,Asset Name,Asset Size,Asset Category,Asset Sub Category,Direction Facing,Sign Mount,Asset Condition,Asset Status,QC Status,QC Type,Asset Installation Date,Asset Removal Date,Data Collection Date,Created Date,Modified Date,Latitude,Longitude,Location
"554,762","272,278",D4-1,PARALLEL PARKING ONLY RIGHT ARROW,Sign Post,,SIGN_GUIDE,General Service Sign,NE,1.0,2.0,1.0,QC Complete,,,,2021 Nov 02 12:00:00 AM,2023 Jan 04 01:51:39 PM,2023 Apr 19 05:49:24 PM,30.19555389575548,-97.74072113023378,POINT (-97.740721130234 30.195553895755)
"752,672","705,894",R7-201P,TOW-AWAY ZONE,Sign Post,,SIGN_REGULATORY,Parking,NW,1.0,2.0,1.0,QC Complete,,,,2021 Nov 17 12:00:00 AM,2023 Oct 04 06:16:35 PM,2023 Oct 05 11:01:40 PM,30.28084707704009,-97.75135489073698,POINT (-97.751354890737 30.28084707704)
"213,402","187,068",D3-1,WATER RACE CT,Street Name,,SIGN_GUIDE,Street Name,NE,1.0,2.0,1.0,QC Complete,,,,2021 Oct 07 12:00:00 AM,2022 Oct 20 08:55:36 PM,2023 Mar 28 06:16:23 PM,30.46019374148404,-97.7853817192778,POINT (-97.785381719278 30.460193741484)
"664,609","622,606",R3-7R,RIGHT LANE MUST TURN RIGHT,Sign Post,,SIGN_REGULATORY,Uncategorized,NE,1.0,2.0,1.0,QC Complete,,,,2021 Nov 13 12:00:00 AM,2023 Oct 04 01:54:28 PM,2023 Dec 06 09:50:01 PM,30.192447846916863,-97.77891932321234,POINT (-97.778919323212 30.192447846917)
"651,365","605,618",D3-1,NEEDHAM CT,Street Name,,SIGN_GUIDE,Street Name,SW,1.0,2.0,1.0,QC Complete,,,,2021 Nov 18 12:00:00 AM,2023 Oct 03 08:42:58 PM,2023 Oct 05 11:01:40 PM,30.187860897607635,-97.8945177542398,POINT (-97.89451775424 30.187860897608)
"687,026","610,023",D3-1,DUSKY THRUSH TR,Street Name,,SIGN_GUIDE,Street Name,SW,1.0,2.0,1.0,QC Complete,,,,2021 Nov 19 12:00:00 AM,2023 Oct 04 02:28:08 PM,2024 Jan 03 03:37:54 PM,30.27309418478536,-97.80661338538764,POINT (-97.806613385388 30.273094184785)
"211,377","189,136",D3-1,TOPRIDGE DR,Street Name,,SIGN_GUIDE,Street Name,NE,1.0,2.0,1.0,QC Complete,,,,2021 Oct 08 12:00:00 AM,2022 Oct 20 08:55:36 PM,2023 Mar 28 06:16:23 PM,30.43263130486077,-97.79368103356488,POINT (-97.793681033565 30.432631304861)
"623,803","614,009",D3-1,LAS ALAS TRL,Street Name,,SIGN_GUIDE,Street Name,SE,1.0,2.0,1.0,QC Complete,,,,2021 Nov 10 12:00:00 AM,2023 Oct 03 08:23:13 PM,2023 Oct 05 11:01:40 PM,30.171384603204498,-97.62756991953516,POINT (-97.627569919535 30.171384603204)
"203,939","185,200",R3-8,INTERSECTION LANE CONTROL,Signal Post,,SIGN_REGULATORY,Lane Control,NW,2.0,2.0,1.0,QC Complete,,,,2021 Oct 07 12:00:00 AM,2022 Oct 20 08:55:36 PM,2023 Mar 28 03:51:51 PM,30.50353902515795,-97.75197795882325,POINT (-97.751977958823 30.503539025158)
"809,954","810,566",TPWR-224,PARKATXAPP.COM OR TEXT PARKING TO 30843 TO PAY,Text To Pay Plaque,10 x 15 in,SIGN_REGULATORY,,SW,1.0,1.0,1.0,QC Complete,Install,2025 Apr 17 03:00:00 PM,,,2025 Apr 22 12:39:33 PM,2025 Apr 29 08:19:05 PM,30.250795648537736,-97.74879117093394,POINT (-97.748791170934 30.250795648538)
"741,627","710,693",,,Sign Post,,SIGN_POLE,,,1.0,2.0,1.0,,,,,2021 Apr 12 12:00:00 AM,2023 Oct 04 05:47:54 PM,2023 Oct 04 05:47:54 PM,30.297268733611983,-97.73726221306464,POINT (-97.737262213065 30.297268733612)
"169,758","138,000",D3-1,NOTRA DAME DR,Street Name,,Guide,Street Name,NW,1.0,2.0,1.0,QC Complete,,,,2021 Oct 21 12:00:00 AM,2022 Sep 16 12:54:11 PM,2023 Mar 28 06:16:23 PM,30.317291319897127,-97.68258748205822,POINT (-97.682587482058 30.317291319897)
"554,132","272,012",R10-12,LEFT TURN YIELD ON GREEN,Sign Post,,SIGN_REGULATORY,Traffic Signal,NE,2.0,2.0,1.0,QC Complete,,,,2021 Oct 30 12:00:00 AM,2023 Jan 04 01:51:39 PM,2023 Mar 28 06:16:23 PM,30.254438392025698,-97.71663705494484,POINT (-97.716637054945 30.254438392026)
"163,510","133,995",W14-2aR,NO OUTLET,Sign Post,,Warning,Cross Section,SW,1.0,2.0,1.0,QC Complete,,,,2021 Oct 22 12:00:00 AM,2022 Sep 16 12:49:45 PM,2023 Mar 28 06:16:23 PM,30.336514318122944,-97.7154056070332,POINT (-97.715405607033 30.336514318123)
"635,100","618,015",D3-1,OAK HEIGHTS DR,Street Name,,SIGN_GUIDE,Street Name,NE,1.0,2.0,1.0,QC Complete,,,,2021 Mar 12 12:00:00 AM,2023 Oct 03 08:29:37 PM,2023 Oct 05 11:01:40 PM,30.24190165357058,-97.73390995321787,POINT (-97.733909953218 30.241901653571)
"685,662","609,333",R7-20,PAY TO PARK BOTH ARROWS,Sign Post,,SIGN_REGULATORY,Uncategorized,NE,1.0,2.0,1.0,QC Complete,,,,2021 Nov 21 12:00:00 AM,2023 Oct 04 02:28:08 PM,2023 Dec 06 09:50:01 PM,30.261517614646287,-97.75601848416817,POINT (-97.756018484168 30.261517614646)
"686,196","609,632",R7-21a,15 MIN AT ANY TIME CUSTOMER SERVICE ZONE RIGHT ARROW,Sign Post,,SIGN_REGULATORY,Uncategorized,SE,1.0,2.0,1.0,QC Complete,,,,2021 Nov 19 12:00:00 AM,2023 Oct 04 02:28:08 PM,2023 Dec 06 09:50:01 PM,30.257789957075573,-97.76065364837812,POINT (-97.760653648378 30.257789957076)
"543,782","267,608",,,Sign Post,,SIGN_POLE,,,1.0,2.0,1.0,QC Complete,,,,2021 Oct 24 12:00:00 AM,2023 Jan 03 08:25:21 PM,2023 Jan 05 04:34:17 PM,30.34377298814669,-97.752931179576,POINT (-97.752931179576 30.343772988147)
"677,347","612,121",D3-1,BLARWOOD DR,Street Name,,SIGN_GUIDE,Street Name,NW,1.0,2.0,1.0,QC Complete,,,,2021 Nov 20 12:00:00 AM,2023 Oct 04 02:09:31 PM,2024 Jan 03 03:37:54 PM,30.214312981424005,-97.8126051767601,POINT (-97.81260517676 30.214312981424)
"757,386","708,178",R7-201P,TOW-AWAY ZONE,Sign Post,,SIGN_REGULATORY,Parking,NW,1.0,2.0,1.0,QC Complete,,,,2021 Apr 12 12:00:00 AM,2023 Oct 04 06:16:35 PM,2023 Oct 05 11:01:40 PM,30.27379697608742,-97.7434262606934,POINT (-97.743426260693 30.273796976087)
"159,211","126,322",D3-1,W PARMER LN,Street Name,,Guide,Street Name,NE,1.0,2.0,1.0,QC Complete,,,,2021 Oct 11 12:00:00 AM,2022 Sep 16 12:49:45 PM,2023 Mar 28 06:16:23 PM,30.41814532731981,-97.70094040564676,POINT (-97.700940405647 30.41814532732)
"175,458","135,016",,,Sign Post,,SIGN_POLE,Uncategorized,,1.0,2.0,1.0,QC Complete,,,,2021 Oct 23 12:00:00 AM,2022 Sep 16 12:54:11 PM,2023 Oct 06 07:57:16 PM,30.333588374834065,-97.66813595079708,POINT (-97.668135950797 30.333588374834)
"741,639","710,706",,,Sign Post,,SIGN_POLE,,,1.0,2.0,1.0,,,,,2021 Apr 12 12:00:00 AM,2023 Oct 04 05:47:54 PM,2023 Oct 04 05:47:54 PM,30.293834955360428,-97.73679210087904,POINT (-97.736792100879 30.29383495536)
"68,130","39,632",Non-MUTCD,AIRPORT STRAIGHT ARROW,Wayfinding,,SIGN_GUIDE,Uncategorized,SE,2.0,2.0,1.0,QC Complete,,,,2021 Oct 26 12:00:00 AM,2022 Jun 30 02:03:59 PM,2023 Oct 05 11:01:40 PM,30.27359445669871,-97.74445835601536,POINT (-97.744458356015 30.273594456699)
"233,768","191,090",,,Sign Post,,SIGN_POLE,,SW,1.0,2.0,1.0,QC Complete,,,,2021 Oct 10 12:00:00 AM,2022 Oct 20 09:11:52 PM,2022 Nov 01 12:48:27 PM,30.423241334274447,-97.7146503189908,POINT (-97.714650318991 30.423241334274)
"203,861","185,166",S5-2,END SCHOOL ZONE,End School Zone,,SIGN_GUIDE,School,S,1.0,1.0,1.0,QC Complete,,2024 Jul 12 02:10:00 PM,,2021 Oct 07 12:00:00 AM,2022 Oct 20 08:55:36 PM,2024 Nov 12 02:56:39 PM,30.50667824527383,-97.75016254981958,POINT (-97.75016254982 30.506678245274)
"677,939","622,343",R7-2,NO PARKING 7AM-12AM MON-FRI 10AM-12AM SAT-SUN EXCEPT WITH AREA RESIDENTIAL PERMIT RIGHT ARROW,Sign Post,,SIGN_REGULATORY,Uncategorized,NE,1.0,2.0,1.0,QC Complete,,,,2021 Nov 17 12:00:00 AM,2023 Oct 04 02:09:31 PM,2023 Dec 06 09:50:01 PM,30.23764649728816,-97.76127132880214,POINT (-97.761271328802 30.237646497288)
"258,885","202,668",D3-1,WALNUT DR,Street Name,,SIGN_GUIDE,Street Name,NE,1.0,2.0,1.0,QC Complete,,,,2021 Oct 17 12:00:00 AM,2022 Oct 20 09:23:54 PM,2023 Mar 28 06:16:23 PM,30.350194602874527,-97.69864221291026,POINT (-97.69864221291 30.350194602875)
"753,306","706,215",Non-MUTCD,EXPRESS 1 TOLL STRAIGHT ARROW,Wayfinding,,SIGN_GUIDE,Uncategorized,NW,1.0,2.0,1.0,QC Complete,,,,2021 Nov 20 12:00:00 AM,2023 Oct 04 06:16:35 PM,2023 Oct 05 11:01:40 PM,30.27198567487036,-97.75386282801536,POINT (-97.753862828015 30.27198567487)
"754,768","706,739",R8-3,NO PARKING LEFT ARROW,Sign Post,,SIGN_REGULATORY,Parking,NW,1.0,2.0,1.0,QC Complete,,,,2021 Apr 12 12:00:00 AM,2023 Oct 04 06:16:35 PM,2023 Oct 05 11:01:40 PM,30.27678671953826,-97.76494321903732,POINT (-97.764943219037 30.276786719538)
"554,820","272,300",D3-1,HICKORY DR,Street Name,,SIGN_GUIDE,Street Name,SE,1.0,2.0,1.0,QC Complete,,,,2021 Nov 02 12:00:00 AM,2023 Jan 04 01:51:39 PM,2023 Mar 28 06:16:23 PM,30.19121914591361,-97.73592335362544,POINT (-97.735923353625 30.191219145914)
"722,182","698,471",D3-1,PALISADE DR,Street Name,,SIGN_GUIDE,Street Name,N,1.0,2.0,1.0,QC Complete,,,,2021 Aug 11 12:00:00 AM,2023 Oct 04 05:30:35 PM,2023 Oct 05 11:01:40 PM,30.34122262607526,-97.78433689805324,POINT (-97.784336898053 30.341222626075)
"632,083","616,453",W14-1aL,DEAD END,Sign Post,,SIGN_WARNING,Cross Section,SW,1.0,2.0,1.0,QC Complete,,,,2021 Mar 12 12:00:00 AM,2023 Oct 03 08:29:37 PM,2023 Oct 05 11:01:40 PM,30.249511323555712,-97.7471637660118,POINT (-97.747163766012 30.249511323556)
"161,870","133,237",R7-201P,TOW-AWAY ZONE,Sign Post,,Regulatory,Parking,NE,1.0,2.0,1.0,QC Complete,,,,2021 Oct 18 12:00:00 AM,2022 Sep 16 12:49:45 PM,2023 Mar 28 06:16:23 PM,30.33734449392204,-97.65997999484377,POINT (-97.659979994844 30.337344493922)
"235,616","194,919",,,Sign Post,,SIGN_POLE,,NW,1.0,2.0,1.0,QC Complete,,,,2021 Oct 14 12:00:00 AM,2022 Oct 20 09:11:52 PM,2022 Nov 01 12:48:27 PM,30.393394595972502,-97.61377449778716,POINT (-97.613774497787 30.393394595973)
"689,867","610,874",,,Sign Post,,SIGN_POLE,,,1.0,2.0,1.0,,,,,2021 Nov 21 12:00:00 AM,2023 Oct 04 02:28:08 PM,2023 Oct 04 02:28:08 PM,30.261394336195007,-97.77516147885794,POINT (-97.775161478858 30.261394336195)
"675,755","621,141",,,Sign Post,,SIGN_POLE,,,1.0,2.0,1.0,,,,,2021 Feb 12 12:00:00 AM,2023 Oct 04 02:09:31 PM,2023 Oct 04 02:09:31 PM,30.242747871059468,-97.77771968904624,POINT (-97.777719689046 30.242747871059)
"738,374","708,113",R7-201P,TOW-AWAY ZONE,Sign Post,,SIGN_REGULATORY,Parking,SW,1.0,2.0,1.0,QC Complete,,,,2021 Sep 11 12:00:00 AM,2023 Oct 04 05:47:54 PM,2023 Oct 05 11:01:40 PM,30.295294068314703,-97.73622787558656,POINT (-97.736227875587 30.295294068315)
"544,109","269,802",,,Sign Post,,SIGN_POLE,,,1.0,2.0,1.0,QC Complete,,,,2021 Oct 24 12:00:00 AM,2023 Jan 03 08:25:21 PM,2023 Jan 05 04:28:26 PM,30.35770901017245,-97.76206736891702,POINT (-97.762067368917 30.357709010172)
"747,637","709,643",D3-1,HAPPY HOLLOW LN,Street Name,,SIGN_GUIDE,Street Name,SE,1.0,2.0,1.0,QC Complete,,,,2021 Nov 17 12:00:00 AM,2023 Oct 04 06:08:15 PM,2023 Oct 05 11:01:40 PM,30.307750421048805,-97.75617279033771,POINT (-97.756172790338 30.307750421049)
"642,389","619,720",,,Sign Post,,SIGN_POLE,Uncategorized,,1.0,2.0,1.0,QC Complete,,,,2021 Nov 15 12:00:00 AM,2023 Oct 03 08:42:58 PM,2023 Oct 06 07:57:16 PM,30.185390215779503,-97.79933029451396,POINT (-97.799330294514 30.18539021578)
"540,274","267,571",D11-1,BIKE ROUTE,Sign Post,,SIGN_GUIDE,Bicycle,NE,1.0,2.0,1.0,QC Complete,,,,2021 Oct 25 12:00:00 AM,2023 Jan 03 08:17:56 PM,2023 Mar 28 03:51:51 PM,30.348732671113368,-97.7587356074129,POINT (-97.758735607413 30.348732671113)
"235,256","193,284",,,Sign Post,,SIGN_POLE,,E,1.0,2.0,1.0,QC Complete,,,,2021 Oct 11 12:00:00 AM,2022 Oct 20 09:11:52 PM,2022 Nov 01 12:48:27 PM,30.378874283395177,-97.7164951955842,POINT (-97.716495195584 30.378874283395)
"761,178","703,689",R7-2,NO PARKING ON ROW RIGHT ARROW,Street Light Post,,SIGN_REGULATORY,Parking,NE,1.0,2.0,1.0,QC Complete,,,,2021 Apr 12 12:00:00 AM,2023 Oct 04 06:16:35 PM,2023 Oct 05 11:01:40 PM,30.26637883042037,-97.75167529798888,POINT (-97.751675297989 30.26637883042)
"567,831","278,278",Non-MUTCD,WATCH FOR WATER OVER ROAD,Signal Post,,SIGN_GUIDE,Uncategorized,S,1.0,2.0,1.0,QC Complete,,,,2021 Nov 02 12:00:00 AM,2023 Jan 04 02:00:52 PM,2023 Oct 05 11:01:40 PM,30.160190767704275,-97.7363051323954,POINT (-97.736305132395 30.160190767704)
"233,545","190,784",,,Sign Post,,SIGN_POLE,,SW,1.0,2.0,1.0,QC Complete,,,,2021 Oct 09 12:00:00 AM,2022 Oct 20 09:06:25 PM,2022 Nov 01 12:48:27 PM,30.425703097053663,-97.76904458772394,POINT (-97.769044587724 30.425703097054)
"240,537","200,415",D3-1,WINDY TRL,Street Name,,SIGN_GUIDE,Street Name,NE,1.0,2.0,1.0,QC Complete,,,,2021 Oct 16 12:00:00 AM,2022 Oct 20 09:11:52 PM,2023 Mar 28 06:16:23 PM,30.37930911660931,-97.695756860764,POINT (-97.695756860764 30.379309116609)
"748,190","710,165",R8-3,NO PARKING BOTH ARROWS,Sign Post,,SIGN_REGULATORY,Parking,SE,1.0,2.0,1.0,QC Complete,,,,2021 Nov 17 12:00:00 AM,2023 Oct 04 06:08:15 PM,2023 Oct 05 11:01:40 PM,30.292500586845872,-97.74793662294128,POINT (-97.747936622941 30.292500586846)
"648,427","603,165",D3-1,WILLISTON LOOP,Street Name,,SIGN_GUIDE,Street Name,W,1.0,2.0,1.0,QC Complete,,,,2021 Nov 29 12:00:00 AM,2023 Oct 03 08:42:58 PM,2023 Oct 05 11:01:40 PM,30.14179996680274,-97.84952886592076,POINT (-97.849528865921 30.141799966803)
"68,558","37,822",D3-1,E CESAR CHAVEZ ST,Street Name,,SIGN_GUIDE,Street Name,NE,1.0,2.0,1.0,QC Complete,,,,2021 Oct 30 12:00:00 AM,2022 Jun 30 02:03:59 PM,2023 Mar 28 06:16:23 PM,30.26347131755229,-97.74435768452932,POINT (-97.744357684529 30.263471317552)
"801,656","801,661",R2-5bP,NEIGHBORHOOD,Neighborhood,,SIGN_REGULATORY,,N,,,1.0,QC Complete,Install,2024 Dec 11 02:44:00 PM,,,2024 Dec 29 09:40:11 PM,2024 Dec 29 09:40:11 PM,30.26056993962264,-97.6954353101932,POINT (-97.695435310193 30.260569939623)
"739,432","710,080",R7-108,2 HOUR PARKING 7AM-7PM LEFT ARROW,Sign Post,,SIGN_REGULATORY,Parking,NE,1.0,2.0,1.0,QC Complete,,,,2021 Apr 12 12:00:00 AM,2023 Oct 04 05:47:54 PM,2023 Oct 05 11:01:40 PM,30.293997790693528,-97.74099924479664,POINT (-97.740999244797 30.293997790694)
"659,768","605,103",D3-1,LA PUENTE DR,Street Name,,SIGN_GUIDE,Street Name,NW,1.0,2.0,1.0,QC Complete,,,,2021 Jan 12 12:00:00 AM,2023 Oct 04 01:54:28 PM,2024 Jan 03 03:37:54 PM,30.208963965010817,-97.88418806056497,POINT (-97.884188060565 30.208963965011)
"582,987","279,090",,,Sign Post,,SIGN_POLE,,,1.0,2.0,1.0,QC Complete,,,,2021 Nov 07 12:00:00 AM,2023 Jan 04 02:16:29 PM,2023 Jan 05 04:12:24 PM,30.21724883875455,-97.74387293120944,POINT (-97.743872931209 30.217248838755)
"541,645","269,604",D3-1,SPURLOCK DR,Street Name,,SIGN_GUIDE,Street Name,W,1.0,2.0,1.0,QC Complete,,,,2021 Oct 25 12:00:00 AM,2023 Jan 03 08:17:56 PM,2023 Mar 28 06:16:23 PM,30.360549142366768,-97.76236655301138,POINT (-97.762366553011 30.360549142367)
"61,720","36,619",R8-3,NO PARKING RIGHT ARROW,Sign Post,,SIGN_REGULATORY,Parking,NW,1.0,2.0,1.0,QC Complete,,,,2021 Oct 29 12:00:00 AM,2022 Jun 30 02:03:59 PM,2023 Apr 19 09:26:52 PM,30.29740351027136,-97.70053013815853,POINT (-97.700530138159 30.297403510271)
"60,935","36,239",R8-3,NO PARKING LEFT ARROW,Sign Post,,SIGN_REGULATORY,Parking,NE,1.0,4.0,1.0,QC Complete,,,,2021 Oct 29 12:00:00 AM,2022 Jun 30 02:03:59 PM,2023 Apr 19 09:26:52 PM,30.297019389873658,-97.73208578657126,POINT (-97.732085786571 30.297019389874)
"212,199","189,565",R8-3,NO PARKING RIGHT ARROW,Sign Post,,SIGN_REGULATORY,Parking,N,1.0,2.0,1.0,QC Complete,,,,2021 Oct 09 12:00:00 AM,2022 Oct 20 08:55:36 PM,2023 Apr 19 09:26:52 PM,30.431596811520503,-97.7675441436451,POINT (-97.767544143645 30.431596811521)
"534,529","268,351",R7-9,NO PARKING BIKE LANE BOTH ARROWS,Sign Post,,SIGN_REGULATORY,Bicycle,NE,1.0,2.0,1.0,QC Complete,,,,2021 Oct 23 12:00:00 AM,2023 Jan 03 07:11:07 PM,2023 Aug 31 04:24:02 PM,30.353828438921543,-97.79787101056736,POINT (-97.797871010567 30.353828438922)
"559,760","274,538",R8-3,NO PARKING LEFT ARROW,Sign Post,,SIGN_REGULATORY,Parking,NE,1.0,2.0,1.0,QC Complete,,,,2021 Nov 06 12:00:00 AM,2023 Jan 04 01:56:33 PM,2024 Aug 12 07:22:10 PM,30.27832181852878,-97.70483350113412,POINT (-97.704833501134 30.278321818529)
"712,855","695,385",R7-201P,TOW-AWAY ZONE,Sign Post,,SIGN_REGULATORY,Parking,W,1.0,2.0,1.0,QC Complete,,,,2021 Jun 11 12:00:00 AM,2023 Oct 04 05:30:35 PM,2023 Oct 05 11:01:40 PM,30.266927896038368,-97.7053668703826,POINT (-97.705366870383 30.266927896038)
"558,771","274,034",R7-9A,NO PARKING BIKE LANE BOTH ARROWS,Sign Post,,SIGN_REGULATORY,Bicycle,NW,1.0,2.0,1.0,QC Complete,,,,2021 Nov 06 12:00:00 AM,2023 Jan 04 01:53:36 PM,2023 Aug 31 04:24:02 PM,30.258704080037013,-97.69117505592313,POINT (-97.691175055923 30.258704080037)
"158,490","101,184",R7-201P,TOW-AWAY ZONE,Sign Post,,Regulatory,Parking,SW,1.0,2.0,1.0,QC Complete,,,,2021 Oct 17 12:00:00 AM,2022 Sep 16 12:49:45 PM,2023 Mar 28 06:16:23 PM,30.357320002488027,-97.70487382365148,POINT (-97.704873823651 30.357320002488)
"77,249","40,679",,,Sign Post,,SIGN_POLE,,,1.0,2.0,1.0,QC Complete,,,,2021 Oct 29 12:00:00 AM,2022 Jun 30 02:03:59 PM,2022 Jun 30 02:57:51 PM,30.263417735548536,-97.72630891549468,POINT (-97.726308915495 30.263417735549)
"60,232","35,956",R7-201P,TOW-AWAY ZONE,Sign Post,,SIGN_REGULATORY,Parking,S,1.0,2.0,1.0,QC Complete,,,,2021 Oct 29 12:00:00 AM,2022 Jun 30 02:03:59 PM,2023 Mar 28 06:16:23 PM,30.29105215535996,-97.7324306203692,POINT (-97.732430620369 30.29105215536)
"750,882","708,500",,,Sign Post,,SIGN_POLE,,,1.0,2.0,1.0,,,,,2021 Apr 12 12:00:00 AM,2023 Oct 04 06:08:15 PM,2023 Oct 04 06:08:15 PM,30.286520516222232,-97.74324062560724,POINT (-97.743240625607 30.286520516222)
"259,959","196,059",,,Sign Post,,SIGN_POLE,,SW,1.0,2.0,1.0,QC Complete,,,,2021 Oct 15 12:00:00 AM,2022 Oct 20 09:23:54 PM,2022 Nov 01 12:48:27 PM,30.390333864680347,-97.667912728517,POINT (-97.667912728517 30.39033386468)
"790,528","777,787",R7-201P,TOW AWAY ZONE SYMBOL,Tow Away Zone Symbol,10 x 15 in,SIGN_REGULATORY,,E,1.0,1.0,1.0,QC Complete,,2024 Mar 22 11:22:00 AM,,,2024 Aug 29 02:05:53 PM,2024 Aug 29 02:10:49 PM,30.25353500506349,-97.70193791101562,POINT (-97.701937911016 30.253535005063)
"725,542","703,274",,,Sign Post,,SIGN_POLE,,,1.0,2.0,1.0,,,,,2021 Sep 11 12:00:00 AM,2023 Oct 04 05:30:35 PM,2023 Oct 04 05:30:35 PM,30.320899612237696,-97.71880761452904,POINT (-97.718807614529 30.320899612238)
"582,209","278,166",,,Sign Post,,SIGN_POLE,,,1.0,2.0,1.0,QC Complete,,,,2021 Nov 02 12:00:00 AM,2023 Jan 04 02:16:29 PM,2023 Jan 05 04:12:24 PM,30.16571457235029,-97.74179416583944,POINT (-97.741794165839 30.16571457235)
"72,682","36,352",D3-1,WALLING DR,Street Name,,SIGN_GUIDE,Street Name,NW,1.0,2.0,1.0,QC Complete,,,,2021 Oct 29 12:00:00 AM,2022 Jun 30 02:03:59 PM,2023 Mar 28 06:16:23 PM,30.29438394540325,-97.73458368308287,POINT (-97.734583683083 30.294383945403)
"542,808","268,409",,,Sign Post,,SIGN_POLE,,,1.0,2.0,1.0,QC Complete,,,,2021 Oct 24 12:00:00 AM,2023 Jan 03 08:25:21 PM,2023 Jan 05 04:28:26 PM,30.35773128885954,-97.7544910738227,POINT (-97.754491073823 30.35773128886)
"238,396","195,900",D3-1,UTTIMER LN,Street Name,,SIGN_GUIDE,Street Name,E,1.0,2.0,1.0,QC Complete,,,,2021 Oct 15 12:00:00 AM,2022 Oct 20 09:11:52 PM,2023 Mar 28 06:16:23 PM,30.39560287939725,-97.65848591655138,POINT (-97.658485916551 30.395602879397)
"798,666","695,666",W14-2aR,NO OUTLET (RIGHT),No Outlet (Right Arrow),36 x 8 in,SIGN_WARNING,,NE,1.0,1.0,1.0,QC Complete,Install,2024 Nov 21 03:06:00 PM,,,2024 Nov 22 01:50:26 PM,2024 Dec 09 07:20:12 PM,30.254929793958283,-97.68580112151636,POINT (-97.685801121516 30.254929793958)
"557,560","273,477",D3-1,GLOWING STAR TRL,Street Name,,SIGN_GUIDE,Street Name,SE,1.0,2.0,1.0,QC Complete,,,,2021 Oct 30 12:00:00 AM,2023 Jan 04 01:53:36 PM,2023 Mar 28 06:16:23 PM,30.27836620941882,-97.62716974551176,POINT (-97.627169745512 30.278366209419)
"792,377","263,697",R2-5bP,NEIGHBORHOOD,Neighborhood,,SIGN_REGULATORY,Speed Limit,S,1.0,1.0,1.0,QC Complete,,2022 Oct 10 10:27:00 AM,,,2024 Sep 10 12:53:04 PM,2024 Sep 10 12:53:04 PM,30.192716005713987,-97.88160991154008,POINT (-97.88160991154 30.192716005714)
"649,692","615,748",D3-1,MALTESE CROSS DR,Street Name,,SIGN_GUIDE,Street Name,NE,1.0,2.0,1.0,QC Complete,,,,2021 Nov 29 12:00:00 AM,2023 Oct 03 08:42:58 PM,2023 Oct 05 11:01:40 PM,30.156078312267635,-97.81578760009457,POINT (-97.815787600095 30.156078312268)
"223,033","191,934",R5-2,NO TRUCKS LEFT ARROW,Sign Post,,SIGN_REGULATORY,Selective Exclusion,SE,1.0,2.0,1.0,QC Complete,,,,2021 Oct 11 12:00:00 AM,2022 Oct 20 09:01:31 PM,2023 Mar 28 05:58:46 PM,30.412424262110477,-97.72329542171572,POINT (-97.723295421716 30.41242426211)
"73,614","37,784",Non-MUTCD,PAY TO PARK ATX PAYSTATION,Sign Post,,SIGN_GUIDE,Uncategorized,SE,1.0,2.0,1.0,QC Complete,,,,2021 Oct 26 12:00:00 AM,2022 Jun 30 02:03:59 PM,2023 Oct 05 11:01:40 PM,30.26550086282994,-97.74827237377497,POINT (-97.748272373775 30.26550086283)
"680,407","601,523",D3-1,CERVINUS RUN,Street Name,,SIGN_GUIDE,Street Name,SW,1.0,2.0,1.0,QC Complete,,,,2021 Nov 14 12:00:00 AM,2023 Oct 04 02:28:08 PM,2024 Jan 03 03:37:54 PM,30.257392773590265,-97.84428497688845,POINT (-97.844284976888 30.25739277359)
"205,198","185,839",R3-5L,LEFT TURN ONLY,Sign Post,,Regulatory,Horizontal Alignment,SW,1.0,2.0,1.0,QC Complete,,,,2021 Oct 06 12:00:00 AM,2022 Oct 20 08:55:36 PM,2023 Jul 27 08:00:57 PM,30.475439282208058,-97.79327912853692,POINT (-97.793279128537 30.475439282208)
"719,837","702,230",,,Sign Post,,SIGN_POLE,,,1.0,2.0,1.0,,,,,2021 Aug 11 12:00:00 AM,2023 Oct 04 05:30:35 PM,2023 Oct 04 05:30:35 PM,30.323919108736025,-97.72970969407912,POINT (-97.729709694079 30.323919108736)
"234,914","192,743",,,Sign Post,,SIGN_POLE,,NE,1.0,2.0,1.0,QC Complete,,,,2021 Oct 11 12:00:00 AM,2022 Oct 20 09:11:52 PM,2022 Nov 01 12:48:27 PM,30.42728568166591,-97.68762245437392,POINT (-97.687622454374 30.427285681666)
"741,735","710,808",,,Sign Post,,SIGN_POLE,,,1.0,2.0,1.0,,,,,2021 Nov 17 12:00:00 AM,2023 Oct 04 05:47:54 PM,2023 Oct 04 05:47:54 PM,30.29675169228129,-97.74394434975736,POINT (-97.743944349757 30.296751692281)
"634,923","617,966",R7-201P,TOW-AWAY ZONE,Sign Post,,SIGN_REGULATORY,Parking,SW,1.0,2.0,1.0,QC Complete,,,,2021 Feb 12 12:00:00 AM,2023 Oct 03 08:29:37 PM,2023 Oct 05 11:01:40 PM,30.226486948706704,-97.7573896561016,POINT (-97.757389656102 30.226486948707)
"215,607","185,415",,,Sign Post,,SIGN_POLE,,,1.0,2.0,1.0,QC Complete,,,,2021 Oct 06 12:00:00 AM,2022 Oct 20 09:01:31 PM,2023 May 02 06:33:34 PM,30.49585766619914,-97.75200070864416,POINT (-97.752000708644 30.495857666199)
